InvoiceNo,InvoiceDate,CustomerID
563575,8/17/11 15:05,17949.0
563576,8/17/11 15:06,12748.0
C563577,8/17/11 15:06,17949.0
563578,8/17/11 15:11,12949.0
563579,8/17/11 15:16,
563580,8/17/11 15:53,16706.0
563584,8/17/11 16:48,15122.0
563585,8/17/11 17:01,17070.0
C563586,8/17/11 17:19,12697.0
C563587,8/17/11 17:37,18248.0
563588,8/17/11 19:15,17450.0
563589,8/17/11 19:40,17450.0
563590,8/17/11 20:02,17450.0
C563591,8/18/11 6:10,16145.0
C563592,8/18/11 6:12,16029.0
C563593,8/18/11 6:13,14646.0
C563594,8/18/11 6:14,18248.0
C563595,8/18/11 6:15,13769.0
C563596,8/18/11 6:19,12749.0
563597,8/18/11 6:20,14305.0
C563598,8/18/11 6:21,14305.0
C563599,8/18/11 6:22,15152.0
C563600,8/18/11 6:24,14911.0
C563601,8/18/11 6:25,13047.0
C563602,8/18/11 6:26,14291.0
C563603,8/18/11 6:28,17302.0
C563604,8/18/11 6:28,15251.0
C563605,8/18/11 6:29,14112.0
C563606,8/18/11 6:30,13925.0
C563607,8/18/11 6:31,13078.0
C563608,8/18/11 6:33,17719.0
C563609,8/18/11 6:34,18178.0
C563610,8/18/11 6:36,14937.0
C563611,8/18/11 6:38,17340.0
C563612,8/18/11 6:39,17442.0
563613,8/18/11 8:49,12688.0
563614,8/18/11 8:51,12415.0
563615,8/18/11 9:01,16945.0
563616,8/18/11 9:39,13027.0
563617,8/18/11 9:45,15301.0
563618,8/18/11 9:48,15400.0
563619,8/18/11 10:01,12839.0
563620,8/18/11 10:06,13014.0
563621,8/18/11 10:10,13113.0
563622,8/18/11 10:21,15189.0
563623,8/18/11 10:23,15189.0
563626,8/18/11 10:31,16187.0
563638,8/18/11 10:36,15311.0
563650,8/18/11 10:43,
563652,8/18/11 10:43,
C563655,8/18/11 10:44,15311.0
563656,8/18/11 10:48,15615.0
563657,8/18/11 10:49,15615.0
563658,8/18/11 10:57,15505.0
563659,8/18/11 11:00,13694.0
563660,8/18/11 11:03,13694.0
563661,8/18/11 11:23,13048.0
563662,8/18/11 11:40,12729.0
563674,8/18/11 11:59,14132.0
563680,8/18/11 12:06,18272.0
563684,8/18/11 12:23,17386.0
563685,8/18/11 12:26,14911.0
563686,8/18/11 12:30,13098.0
563687,8/18/11 12:32,
563688,8/18/11 12:41,16767.0
563689,8/18/11 12:43,15743.0
563690,8/18/11 12:53,15152.0
563691,8/18/11 12:53,13668.0
563692,8/18/11 13:01,17243.0
C563693,8/18/11 13:04,17243.0
563694,8/18/11 13:16,14741.0
563695,8/18/11 13:17,13617.0
563696,8/18/11 13:38,12962.0
563697,8/18/11 13:44,16813.0
563698,8/18/11 13:46,14667.0
563699,8/18/11 13:47,13381.0
563700,8/18/11 13:55,
563701,8/18/11 13:55,
563702,8/18/11 13:55,
563703,8/18/11 14:02,13273.0
563704,8/18/11 14:03,
563705,8/18/11 14:33,17736.0
563706,8/18/11 14:48,14189.0
563707,8/18/11 14:53,16626.0
563708,8/18/11 15:09,17001.0
563709,8/18/11 15:17,15472.0
563710,8/18/11 15:28,17742.0
563711,8/18/11 15:41,16928.0
563712,8/18/11 15:44,12680.0
563714,8/18/11 15:51,14565.0
563715,8/18/11 16:08,
C563716,8/18/11 16:14,15706.0
563717,8/18/11 16:16,
563718,8/18/11 16:18,15144.0
563719,8/18/11 16:19,13576.0
563720,8/18/11 16:24,15867.0
563721,8/18/11 16:27,15232.0
563722,8/18/11 16:32,17720.0
563723,8/18/11 16:43,13319.0
563726,8/18/11 17:02,16582.0
563727,8/18/11 17:04,15797.0
563728,8/18/11 17:09,17045.0
563729,8/18/11 17:39,14051.0
563730,8/18/11 17:43,14221.0
563731,8/18/11 17:44,17576.0
563732,8/18/11 17:50,15125.0
563733,8/18/11 17:57,18225.0
563734,8/18/11 18:11,14064.0
563735,8/18/11 18:15,16743.0
563736,8/18/11 18:21,13784.0
563737,8/18/11 18:51,16261.0
563738,8/18/11 19:13,15024.0
563739,8/18/11 20:05,17750.0
563740,8/19/11 8:13,17747.0
563741,8/19/11 8:57,14759.0
563742,8/19/11 8:57,17929.0
563743,8/19/11 9:23,12828.0
563744,8/19/11 9:35,13266.0
563745,8/19/11 9:38,15159.0
563746,8/19/11 10:05,14745.0
563747,8/19/11 10:05,13089.0
563748,8/19/11 10:06,16170.0
563749,8/19/11 10:10,12360.0
563750,8/19/11 10:18,16122.0
C563751,8/19/11 10:37,12528.0
C563752,8/19/11 10:38,12362.0
563753,8/19/11 10:51,12513.0
563754,8/19/11 10:56,15396.0
563755,8/19/11 10:58,17612.0
563756,8/19/11 11:08,12418.0
563764,8/19/11 11:15,14606.0
563771,8/19/11 11:17,17841.0
C563773,8/19/11 11:18,13048.0
563776,8/19/11 11:23,12600.0
563808,8/19/11 11:46,12626.0
563812,8/19/11 11:47,16249.0
563818,8/19/11 11:55,13327.0
563819,8/19/11 11:56,14062.0
563820,8/19/11 11:57,
563821,8/19/11 12:06,14533.0
563822,8/19/11 12:13,16184.0
563830,8/19/11 12:20,16638.0
563831,8/19/11 12:23,18081.0
563832,8/19/11 12:33,16419.0
563833,8/19/11 12:49,14755.0
563834,8/19/11 12:50,14401.0
563835,8/19/11 12:53,13242.0
563836,8/19/11 12:56,15938.0
563837,8/19/11 13:03,15078.0
C563838,8/19/11 13:13,18241.0
563839,8/19/11 13:24,16828.0
563840,8/19/11 13:33,14712.0
563841,8/19/11 13:35,17402.0
563842,8/19/11 13:54,13871.0
563843,8/19/11 14:02,17811.0
563844,8/19/11 14:04,17725.0
563845,8/19/11 14:39,12991.0
563846,8/19/11 14:43,16672.0
563847,8/19/11 14:49,16139.0
563848,8/19/11 14:57,14911.0
563849,8/19/11 15:04,14772.0
563850,8/19/11 15:06,15311.0
563851,8/19/11 15:06,14765.0
563852,8/19/11 15:18,12395.0
563853,8/19/11 15:22,12560.0
563854,8/19/11 15:24,12364.0
563855,8/19/11 15:29,14709.0
C563856,8/19/11 15:39,13090.0
563857,8/19/11 15:44,12968.0
563858,8/19/11 16:04,18170.0
563890,8/19/11 16:34,15862.0
563891,8/19/11 17:02,14500.0
563892,8/19/11 17:08,16330.0
563893,8/19/11 17:10,16330.0
C563894,8/21/11 9:18,16330.0
563895,8/21/11 10:35,18229.0
563896,8/21/11 10:44,17061.0
563897,8/21/11 10:44,12523.0
563898,8/21/11 10:48,12971.0
C563899,8/21/11 10:55,17097.0
563900,8/21/11 11:05,14566.0
563901,8/21/11 11:05,17097.0
563902,8/21/11 11:06,17029.0
563903,8/21/11 11:15,17068.0
563904,8/21/11 11:29,13397.0
563905,8/21/11 11:43,13267.0
563906,8/21/11 11:50,14246.0
563907,8/21/11 11:57,14733.0
563908,8/21/11 12:21,18109.0
563909,8/21/11 12:36,15701.0
563910,8/21/11 12:37,17428.0
563911,8/21/11 12:39,16265.0
563912,8/21/11 12:58,17675.0
563913,8/21/11 13:11,14911.0
563914,8/21/11 13:18,12518.0
563915,8/21/11 13:24,14224.0
563916,8/21/11 13:43,13435.0
563917,8/21/11 13:46,14572.0
C563918,8/21/11 13:47,14572.0
563919,8/21/11 13:48,14735.0
563920,8/21/11 14:00,16407.0
563921,8/21/11 14:00,16407.0
563922,8/21/11 14:10,14529.0
563923,8/21/11 14:19,14460.0
563924,8/21/11 14:32,15984.0
563925,8/21/11 14:42,13610.0
563926,8/21/11 14:42,12553.0
563927,8/21/11 15:01,14013.0
563928,8/21/11 15:17,17059.0
563929,8/21/11 15:35,15031.0
563930,8/21/11 15:43,
563931,8/21/11 15:49,14895.0
563932,8/21/11 15:50,14895.0
563933,8/21/11 15:54,16536.0
563934,8/21/11 16:02,15313.0
563935,8/21/11 16:24,15547.0
563936,8/22/11 9:03,17828.0
563937,8/22/11 9:10,18204.0
563938,8/22/11 9:21,18144.0
563939,8/22/11 9:28,14959.0
563940,8/22/11 9:30,17416.0
563941,8/22/11 9:51,15738.0
563942,8/22/11 9:53,15801.0
563943,8/22/11 10:04,13139.0
563944,8/22/11 10:08,17581.0
563945,8/22/11 10:09,17581.0
563946,8/22/11 10:15,17527.0
563947,8/22/11 10:18,12363.0
C563948,8/22/11 10:30,13089.0
563949,8/22/11 10:38,12747.0
563950,8/22/11 10:39,12471.0
563951,8/22/11 10:42,16839.0
563952,8/22/11 10:44,15572.0
563953,8/22/11 10:47,16201.0
563954,8/22/11 10:59,16652.0
563955,8/22/11 11:00,16652.0
563956,8/22/11 11:03,14282.0
563981,8/22/11 11:13,14948.0
563982,8/22/11 11:17,14397.0
564016,8/22/11 11:44,15712.0
564017,8/22/11 11:44,14057.0
564018,8/22/11 11:51,
564019,8/22/11 11:54,13408.0
564020,8/22/11 11:57,13971.0
564021,8/22/11 11:58,
564022,8/22/11 12:10,13269.0
564023,8/22/11 12:16,17562.0
564034,8/22/11 12:22,12935.0
564037,8/22/11 12:26,14800.0
564038,8/22/11 12:32,16555.0
564039,8/22/11 12:40,12645.0
564040,8/22/11 12:45,14560.0
564041,8/22/11 12:46,14560.0
564042,8/22/11 12:52,15443.0
564043,8/22/11 12:55,14414.0
564044,8/22/11 12:58,16952.0
564045,8/22/11 12:59,16013.0
564046,8/22/11 12:59,16013.0
564047,8/22/11 13:03,16952.0
564048,8/22/11 13:20,16013.0
564049,8/22/11 13:30,17585.0
564050,8/22/11 13:32,17160.0
564051,8/22/11 13:32,14265.0
564052,8/22/11 13:40,15033.0
564053,8/22/11 13:42,14188.0
564054,8/22/11 13:55,17857.0
564055,8/22/11 14:03,13933.0
564056,8/22/11 14:13,14387.0
564057,8/22/11 14:20,15296.0
564058,8/22/11 14:23,17676.0
564059,8/22/11 14:35,15796.0
564060,8/22/11 14:37,17073.0
564061,8/22/11 14:38,14505.0
564062,8/22/11 14:41,17706.0
C564063,8/22/11 15:00,16184.0
564065,8/22/11 15:05,15150.0
564066,8/22/11 15:05,17703.0
564067,8/22/11 15:07,18241.0
564075,8/22/11 15:22,17659.0
564076,8/22/11 15:27,14045.0
564077,8/22/11 15:42,14711.0
564078,8/22/11 15:43,17083.0
564079,8/22/11 15:55,12627.0
C564081,8/22/11 17:10,17949.0
564082,8/23/11 8:51,12627.0
564083,8/23/11 8:54,17469.0
C564084,8/23/11 9:16,14911.0
564085,8/23/11 9:17,14911.0
564086,8/23/11 9:36,
564087,8/23/11 9:38,
564088,8/23/11 9:38,17702.0
564089,8/23/11 9:53,15971.0
564090,8/23/11 9:53,17041.0
564091,8/23/11 9:57,15804.0
564092,8/23/11 10:24,13767.0
564093,8/23/11 10:29,14930.0
C564094,8/23/11 10:30,16550.0
564095,8/23/11 10:31,14930.0
564096,8/23/11 10:36,16133.0
C564104,8/23/11 10:38,12530.0
C564108,8/23/11 10:42,12428.0
564109,8/23/11 10:48,17450.0
C564131,8/23/11 10:55,14407.0
564132,8/23/11 10:56,12901.0
564133,8/23/11 11:01,14364.0
C564134,8/23/11 11:02,12456.0
564135,8/23/11 11:12,16550.0
564136,8/23/11 11:16,14404.0
564137,8/23/11 11:30,15722.0
C564138,8/23/11 11:36,12753.0
564139,8/23/11 11:41,16904.0
564140,8/23/11 11:47,12621.0
564141,8/23/11 11:47,17841.0
C564142,8/23/11 11:49,12477.0
564143,8/23/11 11:51,16814.0
564144,8/23/11 11:53,13939.0
564145,8/23/11 12:18,14329.0
564146,8/23/11 12:18,15838.0
564147,8/23/11 12:21,14004.0
564148,8/23/11 12:22,18147.0
564149,8/23/11 12:26,14543.0
564150,8/23/11 12:30,14936.0
564158,8/23/11 12:37,16712.0
564159,8/23/11 12:43,12593.0
564160,8/23/11 12:47,15569.0
564161,8/23/11 13:13,14523.0
564162,8/23/11 13:27,13481.0
564163,8/23/11 13:28,13481.0
564164,8/23/11 13:30,17940.0
564165,8/23/11 13:35,13593.0
564166,8/23/11 13:40,15089.0
564167,8/23/11 13:50,17735.0
564168,8/23/11 13:51,16794.0
564169,8/23/11 13:55,14646.0
564170,8/23/11 13:59,17696.0
564171,8/23/11 14:00,16133.0
564172,8/23/11 14:19,16033.0
564173,8/23/11 14:23,12567.0
564174,8/23/11 14:25,14191.0
564181,8/23/11 14:53,13862.0
564182,8/23/11 14:55,17242.0
C564183,8/23/11 15:04,
564184,8/23/11 15:11,
564185,8/23/11 15:14,
564186,8/23/11 15:20,15755.0
564187,8/23/11 15:24,15005.0
564188,8/23/11 15:33,13140.0
564189,8/23/11 15:34,14769.0
564190,8/23/11 16:01,16143.0
564191,8/23/11 16:16,17315.0
564192,8/23/11 16:36,17719.0
564195,8/23/11 16:49,14060.0
564196,8/23/11 16:56,17315.0
564197,8/23/11 17:13,13425.0
564198,8/23/11 17:18,14418.0
564199,8/23/11 17:31,13263.0
564200,8/23/11 17:37,18018.0
564201,8/24/11 8:09,12540.0
564202,8/24/11 8:27,16342.0
564203,8/24/11 8:49,18061.0
C564204,8/24/11 8:55,13576.0
564205,8/24/11 9:00,
C564206,8/24/11 9:04,14301.0
C564207,8/24/11 9:06,15270.0
C564208,8/24/11 9:07,15469.0
C564209,8/24/11 9:07,14189.0
C564210,8/24/11 9:10,14194.0
C564211,8/24/11 9:11,17652.0
C564212,8/24/11 9:13,13209.0
C564213,8/24/11 9:15,15301.0
C564214,8/24/11 9:20,16996.0
C564215,8/24/11 9:22,16133.0
564216,8/24/11 9:23,12642.0
C564217,8/24/11 9:24,12994.0
C564218,8/24/11 9:25,16302.0
564219,8/24/11 9:30,16422.0
564220,8/24/11 9:34,
564221,8/24/11 9:36,
564222,8/24/11 9:41,12971.0
564223,8/24/11 9:46,13013.0
564224,8/24/11 9:56,15249.0
564225,8/24/11 10:06,17268.0
564226,8/24/11 10:13,12523.0
564227,8/24/11 10:19,15249.0
564228,8/24/11 10:20,13743.0
564229,8/24/11 10:20,
564230,8/24/11 10:22,
564231,8/24/11 10:22,13468.0
C564232,8/24/11 10:25,13517.0
564246,8/24/11 10:36,13534.0
564248,8/24/11 10:37,13798.0
564256,8/24/11 10:45,14796.0
C564257,8/24/11 10:45,16607.0
564268,8/24/11 10:51,16968.0
564272,8/24/11 10:52,16308.0
C564276,8/24/11 10:53,16841.0
C564279,8/24/11 10:54,17706.0
C564281,8/24/11 10:54,14796.0
C564299,8/24/11 11:00,12853.0
564300,8/24/11 11:31,16723.0
564301,8/24/11 11:54,14299.0
564302,8/24/11 12:00,15932.0
564303,8/24/11 12:04,16042.0
564304,8/24/11 12:11,14527.0
564305,8/24/11 12:20,14875.0
564306,8/24/11 12:23,17865.0
564307,8/24/11 12:32,17865.0
564308,8/24/11 12:36,13901.0
564309,8/24/11 12:39,12471.0
564310,8/24/11 12:51,15769.0
564311,8/24/11 12:52,15769.0
564312,8/24/11 12:52,15769.0
564313,8/24/11 12:54,13728.0
564314,8/24/11 12:58,12695.0
564315,8/24/11 13:07,14730.0
564316,8/24/11 13:11,13985.0
564317,8/24/11 13:12,13890.0
564318,8/24/11 13:15,14035.0
564319,8/24/11 13:18,15059.0
C564320,8/24/11 13:20,16536.0
564321,8/24/11 13:22,15059.0
564322,8/24/11 13:23,13694.0
564323,8/24/11 13:24,13694.0
564324,8/24/11 13:26,13694.0
564325,8/24/11 13:27,13694.0
564326,8/24/11 13:30,17256.0
564327,8/24/11 13:33,16029.0
564328,8/24/11 13:42,12662.0
564329,8/24/11 13:55,12569.0
564330,8/24/11 13:57,13411.0
C564331,8/24/11 13:57,12569.0
564332,8/24/11 14:02,14407.0
564333,8/24/11 14:14,13199.0
564334,8/24/11 14:19,15812.0
564335,8/24/11 14:23,15800.0
564336,8/24/11 14:28,12748.0
564337,8/24/11 14:40,12649.0
564338,8/24/11 14:41,12649.0
564339,8/24/11 14:46,15939.0
C564340,8/24/11 14:50,
564342,8/24/11 14:53,16340.0
C564341,8/24/11 14:53,
564346,8/24/11 14:54,15727.0
564350,8/24/11 14:57,14401.0
564351,8/24/11 14:59,13881.0
564352,8/24/11 15:04,14262.0
564353,8/24/11 15:08,15764.0
564354,8/24/11 15:09,15764.0
564355,8/24/11 15:12,13507.0
564356,8/24/11 15:47,13969.0
564357,8/24/11 15:51,14973.0
564358,8/24/11 16:00,17869.0
564359,8/24/11 16:02,14056.0
564360,8/24/11 16:13,12471.0
564361,8/24/11 16:16,17869.0
C564362,8/24/11 16:20,13148.0
564363,8/24/11 16:23,15434.0
564364,8/24/11 16:24,15434.0
564365,8/24/11 16:46,
564366,8/25/11 8:58,13236.0
564367,8/25/11 9:18,12712.0
C564368,8/25/11 9:29,16493.0
564369,8/25/11 9:39,15189.0
564370,8/25/11 9:53,17134.0
564371,8/25/11 9:53,17705.0
564372,8/25/11 9:55,12714.0
564373,8/25/11 9:56,15290.0
564374,8/25/11 10:00,16589.0
564375,8/25/11 10:16,13078.0
564376,8/25/11 10:25,14196.0
564377,8/25/11 10:26,15263.0
564378,8/25/11 10:26,12417.0
564379,8/25/11 10:32,16779.0
564380,8/25/11 10:39,14314.0
564381,8/25/11 10:43,13000.0
564382,8/25/11 10:45,15129.0
564383,8/25/11 10:49,15251.0
564398,8/25/11 10:55,18241.0
564419,8/25/11 11:09,16093.0
C564424,8/25/11 11:10,12955.0
C564426,8/25/11 11:13,15804.0
C564427,8/25/11 11:18,17841.0
564428,8/25/11 11:27,17844.0
564429,8/25/11 11:31,16638.0
564430,8/25/11 11:36,15955.0
564431,8/25/11 11:36,15955.0
564432,8/25/11 11:40,13517.0
564433,8/25/11 11:46,16503.0
564434,8/25/11 11:59,14687.0
C564435,8/25/11 12:05,17676.0
564436,8/25/11 12:06,17841.0
564437,8/25/11 12:10,13320.0
564438,8/25/11 12:11,16628.0
564439,8/25/11 12:12,12841.0
564440,8/25/11 12:13,13928.0
564471,8/25/11 12:26,12583.0
564473,8/25/11 12:33,16722.0
564474,8/25/11 12:46,14180.0
564475,8/25/11 12:50,12500.0
564476,8/25/11 12:57,12610.0
564477,8/25/11 12:59,13854.0
564479,8/25/11 13:12,12682.0
C564478,8/25/11 13:12,14732.0
564480,8/25/11 13:24,17656.0
564481,8/25/11 13:33,12464.0
564482,8/25/11 13:40,13149.0
564483,8/25/11 13:46,14050.0
564484,8/25/11 13:46,13634.0
564485,8/25/11 13:54,16429.0
C564486,8/25/11 13:57,
C564487,8/25/11 14:07,15838.0
C564488,8/25/11 14:12,16859.0
564489,8/25/11 14:13,15950.0
C564490,8/25/11 14:14,13266.0
C564491,8/25/11 14:15,18204.0
C564492,8/25/11 14:16,
C564493,8/25/11 14:19,13089.0
C564494,8/25/11 14:20,
564495,8/25/11 14:21,17719.0
564496,8/25/11 14:21,13050.0
C564498,8/25/11 14:22,
564503,8/25/11 14:23,13971.0
C564504,8/25/11 14:24,16722.0
C564506,8/25/11 14:26,15315.0
564507,8/25/11 14:34,15513.0
564510,8/25/11 14:42,14194.0
564516,8/25/11 14:45,
564526,8/25/11 14:50,15805.0
564529,8/25/11 14:51,14111.0
564530,8/25/11 14:57,
564531,8/25/11 15:04,12624.0
564532,8/25/11 15:04,14055.0
564533,8/25/11 15:09,
564534,8/25/11 15:09,12748.0
564535,8/25/11 15:10,18075.0
564536,8/25/11 15:12,13159.0
564537,8/25/11 15:18,15550.0
564538,8/25/11 15:21,13408.0
564539,8/25/11 15:22,12715.0
564540,8/25/11 15:34,12748.0
564541,8/25/11 15:35,16309.0
564542,8/25/11 15:47,16458.0
564543,8/25/11 15:49,16818.0
564544,8/25/11 15:50,15663.0
C564545,8/25/11 16:08,14188.0
564551,8/25/11 17:21,17730.0
564552,8/25/11 17:22,16670.0
564553,8/25/11 18:45,18200.0
564554,8/25/11 19:39,17189.0
564555,8/25/11 19:45,12748.0
564556,8/25/11 19:48,12748.0
564557,8/25/11 19:55,17576.0
564558,8/26/11 8:59,12704.0
564559,8/26/11 9:37,15811.0
564560,8/26/11 9:55,16184.0
564561,8/26/11 9:55,13340.0
564562,8/26/11 9:58,15203.0
564563,8/26/11 10:32,13630.0
564564,8/26/11 10:50,13003.0
564565,8/26/11 10:50,14911.0
C564571,8/26/11 11:14,14606.0
564572,8/26/11 11:18,15078.0
564573,8/26/11 11:19,14606.0
564574,8/26/11 11:19,15078.0
564583,8/26/11 11:24,17949.0
C564592,8/26/11 11:27,13408.0
564614,8/26/11 11:35,13994.0
564626,8/26/11 11:40,18167.0
564627,8/26/11 11:47,15132.0
564628,8/26/11 11:47,
564629,8/26/11 11:48,14866.0
564630,8/26/11 11:53,13644.0
564631,8/26/11 11:54,17451.0
564632,8/26/11 11:58,16556.0
564633,8/26/11 12:14,
564634,8/26/11 12:36,14210.0
564635,8/26/11 12:41,15615.0
564636,8/26/11 12:44,17146.0
564637,8/26/11 12:49,16641.0
564638,8/26/11 12:54,13812.0
564639,8/26/11 12:55,18036.0
564640,8/26/11 13:00,14837.0
564641,8/26/11 13:16,13489.0
564642,8/26/11 13:22,13527.0
564643,8/26/11 13:25,15356.0
564644,8/26/11 13:35,
564645,8/26/11 13:38,
564646,8/26/11 13:39,
564647,8/26/11 13:56,17920.0
564648,8/26/11 14:04,15641.0
564649,8/26/11 14:13,15611.0
564650,8/26/11 14:17,14646.0
564651,8/26/11 14:19,14646.0
564652,8/26/11 14:20,14646.0
564653,8/26/11 14:23,14776.0
564654,8/26/11 14:29,14911.0
C564655,8/26/11 14:35,13159.0
564656,8/26/11 14:40,14141.0
564657,8/26/11 14:44,14135.0
564660,8/26/11 14:45,15074.0
564661,8/26/11 14:45,12948.0
564665,8/26/11 14:48,
564666,8/26/11 14:51,12492.0
564667,8/26/11 15:08,
564668,8/26/11 15:25,17183.0
564669,8/26/11 15:38,16872.0
564670,8/26/11 15:44,12683.0
564709,8/28/11 10:15,15569.0
564710,8/28/11 10:21,15625.0
C564711,8/28/11 10:31,16768.0
564712,8/28/11 10:40,15611.0
564713,8/28/11 10:43,16768.0
564714,8/28/11 10:54,15290.0
564715,8/28/11 11:01,14472.0
564716,8/28/11 11:02,14810.0
564717,8/28/11 11:19,15669.0
564718,8/28/11 11:25,13301.0
564719,8/28/11 11:55,15325.0
564720,8/28/11 12:00,15095.0
564721,8/28/11 12:01,15095.0
564722,8/28/11 12:06,16456.0
564723,8/28/11 12:11,16168.0
564724,8/28/11 12:16,15555.0
564725,8/28/11 12:28,18041.0
564726,8/28/11 12:29,18077.0
564727,8/28/11 12:31,16686.0
564728,8/28/11 12:43,13199.0
564729,8/28/11 12:44,13137.0
C564730,8/28/11 12:47,17841.0
564731,8/28/11 12:57,16186.0
564732,8/28/11 13:08,16466.0
564733,8/28/11 13:18,17841.0
564734,8/28/11 13:32,12484.0
564735,8/28/11 13:35,15856.0
564736,8/28/11 13:42,16353.0
564737,8/28/11 14:00,15312.0
564738,8/28/11 14:16,16816.0
564739,8/28/11 14:28,16931.0
564740,8/28/11 14:39,14044.0
564741,8/28/11 14:53,16107.0
564742,8/28/11 15:01,17346.0
564743,8/28/11 15:17,14606.0
564744,8/28/11 15:25,13778.0
564745,8/28/11 15:27,16806.0
564746,8/28/11 15:58,17633.0
564747,8/28/11 16:09,14869.0
C564748,8/30/11 8:00,14911.0
564749,8/30/11 8:15,12708.0
564750,8/30/11 9:36,17690.0
C564751,8/30/11 10:06,17828.0
564752,8/30/11 10:07,16126.0
564753,8/30/11 10:20,13709.0
564754,8/30/11 10:29,
564755,8/30/11 10:31,
564756,8/30/11 10:33,
564757,8/30/11 10:36,
564758,8/30/11 10:39,
C564759,8/30/11 10:40,14911.0
564760,8/30/11 10:47,
564761,8/30/11 10:48,
564762,8/30/11 10:48,
564764,8/30/11 10:49,14096.0
C564763,8/30/11 10:49,14096.0
564785,8/30/11 11:28,
564800,8/30/11 11:32,14108.0
564803,8/30/11 11:32,13870.0
564811,8/30/11 11:37,15769.0
C564812,8/30/11 11:45,14527.0
C564813,8/30/11 11:46,17173.0
564814,8/30/11 11:54,12931.0
564815,8/30/11 12:00,12748.0
564816,8/30/11 12:00,14901.0
564817,8/30/11 12:02,
564818,8/30/11 12:10,
564819,8/30/11 12:11,12814.0
564820,8/30/11 12:16,
564821,8/30/11 12:16,14078.0
564825,8/30/11 12:26,
564835,8/30/11 12:31,
564836,8/30/11 12:32,17402.0
564837,8/30/11 12:40,
564838,8/30/11 12:43,
564839,8/30/11 12:45,13524.0
564840,8/30/11 12:49,
564841,8/30/11 13:42,
564842,8/30/11 13:47,16133.0
564843,8/30/11 14:09,15866.0
564844,8/30/11 14:11,
C564845,8/30/11 14:20,17416.0
564846,8/30/11 15:16,14507.0
564847,8/30/11 15:31,
564848,8/30/11 15:37,16928.0
564849,8/30/11 15:42,17675.0
564850,8/30/11 16:43,17298.0
564851,8/30/11 16:53,13183.0
564852,8/30/11 17:23,14976.0
564853,8/31/11 8:55,12423.0
C564854,8/31/11 8:56,17865.0
564855,8/31/11 9:10,16746.0
564856,8/31/11 9:11,12477.0
564857,8/31/11 9:23,
564858,8/31/11 9:44,12484.0
564859,8/31/11 9:55,14057.0
564860,8/31/11 10:06,17725.0
564861,8/31/11 10:21,17315.0
564862,8/31/11 10:24,12678.0
564863,8/31/11 10:30,15491.0
564866,8/31/11 10:40,14660.0
564868,8/31/11 10:42,16842.0
564871,8/31/11 10:46,17949.0
564872,8/31/11 10:47,16083.0
564895,8/31/11 10:55,15596.0
564896,8/31/11 11:06,13726.0
564897,8/31/11 11:22,12678.0
564898,8/31/11 11:25,14513.0
C564899,8/31/11 11:31,14646.0
C564900,8/31/11 11:34,12948.0
564901,8/31/11 11:40,15690.0
564902,8/31/11 11:50,18198.0
C564903,8/31/11 12:05,16984.0
564904,8/31/11 12:11,15984.0
C564905,8/31/11 12:16,17450.0
564906,8/31/11 12:18,12682.0
C564907,8/31/11 12:24,18225.0
C564908,8/31/11 12:26,17705.0
C564909,8/31/11 12:29,15498.0
564910,8/31/11 12:31,13993.0
C564911,8/31/11 12:32,16133.0
564912,8/31/11 12:33,12490.0
C564913,8/31/11 12:39,12560.0
564914,8/31/11 12:40,
564915,8/31/11 12:41,
564916,8/31/11 12:42,
564917,8/31/11 12:42,
564918,8/31/11 12:42,
564919,8/31/11 12:43,
564920,8/31/11 12:43,
564921,8/31/11 12:43,
564922,8/31/11 12:43,
564923,8/31/11 12:44,
564924,8/31/11 12:44,
564925,8/31/11 12:45,
564926,8/31/11 12:45,
564927,8/31/11 12:45,
564928,8/31/11 12:46,
564929,8/31/11 12:46,
C564940,8/31/11 13:10,12931.0
C564941,8/31/11 13:18,13709.0
C564942,8/31/11 13:19,18097.0
564943,8/31/11 13:23,17706.0
C564944,8/31/11 13:24,13078.0
C564945,8/31/11 13:26,16652.0
C564946,8/31/11 13:27,13534.0
C564947,8/31/11 13:29,17747.0
C564948,8/31/11 13:29,14895.0
564950,8/31/11 13:31,17320.0
C564949,8/31/11 13:31,17706.0
564951,8/31/11 13:35,
C564952,8/31/11 13:36,14188.0
564953,8/31/11 13:37,17588.0
564954,8/31/11 13:39,
C564955,8/31/11 13:39,15786.0
C564956,8/31/11 13:41,16303.0
564957,8/31/11 13:55,15260.0
564958,8/31/11 13:56,13089.0
564959,8/31/11 14:22,17299.0
C564960,8/31/11 14:24,14525.0
564961,8/31/11 14:28,14525.0
564962,8/31/11 14:35,17777.0
564963,8/31/11 14:52,15582.0
C564964,8/31/11 15:00,17315.0
564965,8/31/11 15:07,17677.0
564966,8/31/11 15:08,17677.0
564967,8/31/11 15:13,17659.0
C564971,8/31/11 15:29,13466.0
564972,8/31/11 15:30,12621.0
564974,8/31/11 15:32,
564975,8/31/11 15:35,17097.0
564976,8/31/11 15:49,17315.0
564995,8/31/11 16:09,16780.0
C564996,8/31/11 16:10,17677.0
C564997,8/31/11 16:13,15625.0
C564998,8/31/11 16:14,17581.0
C565001,8/31/11 16:23,17675.0
565014,8/31/11 16:28,16180.0
C565016,8/31/11 16:28,15764.0
C565023,8/31/11 16:30,12901.0
